Year,FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,State (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Metropolitan and Micropolitan Statistical Area,Principal City Indicator,Geographic Identifier,Area (Land),Area (Water),Total Population,Area Total,Area (Land),Area (Water),Total Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More races,Population 16 Years and over,Population 16 Years and over: In labor force,Population 16 Years and over: In labor force: In Armed Forces,Population 16 Years and over: In labor force: Civilian,Population 16 Years and over: In labor force: Civilian: Employed,Population 16 Years and over: In labor force: Civilian: Unemployed,Population 16 Years and over: Not in labor force,Civilian Population In Labor Force 16 Years And Over,Civilian Population In Labor Force 16 Years And Over: Employed,Civilian Population In Labor Force 16 Years And Over: Unemployed,Median household income (In 2013 Inflation adjusted dollars),Households: Gini Index,Housing units,Median year structure built,Owner-occupied housing units: Median value,Renter-occupied housing units,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Less than 10 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 10 to 29 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 30 to 49 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 50 percent or More,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Not computed,Renter-Occupied Paying Cash Rent: Median Gross Rent as a Percentage of Household Income In 2013,Families,Families: Income in 2013 below poverty level,Families: Income in 2013 below poverty level: Married Couple Family: With Related Child Living Bellow Poverty Level,Families: Income in 2013 below poverty level: Married Couple Family: No related children under 18 Years,"Families: Income in 2013 below poverty level: Male Householder, no wife present","Families: Income in 2013 below poverty level: Male Householder, no wife present: With related children under 18 Years","Families: Income in 2013 below poverty level: Male Householder, no wife present: No related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present","Families: Income in 2013 below poverty level: Female Householder, no husband present: With related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present: No related children under 18 Years",Families: Income in 2013 at or above poverty level,Population Age 18 to 64 for whom poverty status is determined,Population Age 18 to 64 for whom poverty status is determined: Living in Poverty,Population Age 18 to 64 for whom poverty status is determined: At or Above Poverty Level
2011,4.82E+11,"Arlington city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas","Arlington city; Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington, Texas",tx,321,0,ACSSF,39644,48,4000,4804000,19100,Y,32100US481910004000,248332497,9690024,363933,99.62305,95.88171,3.741339,363933,229905,68688,1756,26839,391,27730,8624,273401,199554,224,199330,182720,16610,73847,199330,182720,16610,54582,0.4293,145298,1984,136509,54888,1609,24013,13664,13147,2455,30.60000038,90723,10990,3197,949,1045,704,341,5799,5294,505,79733,232085,31836,200249
2011,61254003526,"Bakersfield city; Bakersfield-Delano, CA Metro Area; California","Bakersfield city; Bakersfield-Delano, Bakersfield-Delano, California",ca,321,0,ACSSF,50749,6,3526,603526,12540,Y,32100US061254003526,368204317,3741691,339761,143.6092,142.1645,1.444675,339761,213665,27914,3247,20103,421,59049,15362,245826,160308,294,160014,141931,18083,85518,160014,141931,18083,56609,0.4413,116200,1985,225995,43962,1187,17932,11015,11979,1849,32.59999847,80003,11758,3166,933,1340,1218,122,6319,5872,447,68245,203659,32477,171182
2011,1.25E+11,"Tampa city; Tampa-St. Petersburg-Clearwater, FL Metro Area; Florida","Tampa city; Tampa-St. Petersburg-Clearwater, Tampa-St. Petersburg-Clearwater, Florida",fl,321,0,ACSSF,27294,12,71000,1271000,45300,Y,32100US124530071000,293727878,160127838,336171,175.2347,113.409,61.82571,336171,216127,89125,2659,11122,365,7741,9032,267154,177398,2367,175031,155862,19169,89756,175031,155862,19169,45527,0.5297,157597,1973,196166,62524,1349,24073,15685,17267,4150,33.29999924,75691,11628,1753,1328,1218,902,316,7329,6463,866,64063,213577,35591,177986
2011,1.53E+11,"Urban Honolulu CDP; Honolulu, HI Metro Area; Hawaii","Urban Honolulu CDP; Honolulu, Honolulu, Hawaii",hi,321,0,ACSSF,2848,15,71550,1571550,26180,Y,32100US152618071550,156748036,20484151,335282,68.42973,60.52076,7.908976,335282,61694,5333,485,186584,26667,2145,52374,283256,181068,5750,175318,166803,8515,102188,175318,166803,8515,58973,0.4575,143602,1970,565195,70547,2128,27230,18542,17239,5408,32.40000153,73509,5483,1463,1122,478,391,87,2420,1934,486,68026,209444,24769,184675
2011,63110002000,"Anaheim city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Anaheim city; Los Angeles-Long Beach-Santa Ana, Los Angeles-Long Beach-Santa Ana, California",ca,321,0,ACSSF,50762,6,2000,602000,31100,Y,32100US063110002000,129073275,2526668,335057,50.81102,49.83547,0.975552,335057,201798,8980,1152,48863,1276,63341,9647,252387,173271,177,173094,154393,18701,79116,173094,154393,18701,61450,0.4169,104663,1971,474155,50406,496,17208,15981,14973,1748,35.79999924,75177,8601,3217,916,624,509,115,3844,3501,343,66576,209387,24755,184632
2011,63110069000,"Santa Ana city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Santa Ana city; Los Angeles-Long Beach-Santa Ana, Los Angeles-Long Beach-Santa Ana, California",ca,321,0,ACSSF,50783,6,69000,669000,31100,Y,32100US063110069000,70627761,643479,325517,27.51798,27.26953,0.2484486,325517,137049,3754,1785,32762,505,144567,5095,237040,162035,107,161928,145651,16277,75005,161928,145651,16277,56342,0.4006,77262,1967,384979,37704,762,14626,10639,10857,820,34.09999847,59753,9904,3785,740,1617,1491,126,3762,3413,349,49849,200562,33146,167416
2011,2.24E+11,"New Orleans city; New Orleans-Metairie-Kenner, LA Metro Area; Louisiana","New Orleans city; New Orleans-Metairie-Kenner, New Orleans-Metairie-Kenner, Louisiana",la,321,0,ACSSF,11837,22,55000,2255000,35380,Y,32100US223538055000,438803381,468240430,321409,350.2116,169.4229,180.7887,321409,107536,193128,1003,9495,306,5264,4677,260172,162777,790,161987,143476,18511,97395,161987,143476,18511,38658,0.5447,179057,1955,190056,69485,1763,21199,14923,24109,7491,39.20000076,73163,14972,1191,1286,1512,882,630,10983,9331,1652,58191,207732,48085,159647
2011,81974004000,"Aurora city; Denver-Aurora-Broomfield, CO Metro Area; Colorado","Aurora city; Denver-Aurora-Broomfield, Denver-Aurora-Broomfield, Colorado",co,321,0,ACSSF,9437,8,4000,804000,19740,Y,32100US081974004000,400759192,1806832,320166,155.4316,154.734,0.6976218,320166,213855,49298,3704,15203,1103,23818,13185,241425,173776,1573,172203,156819,15384,67649,172203,156819,15384,52271,0.4208,131848,1981,189331,47221,830,18275,12395,12924,2797,33.59999847,78355,10282,2902,1131,1060,812,248,5189,4672,517,68073,203685,28726,174959
2011,2.94E+11,"St. Louis city; St. Louis, MO-IL Metro Area (part); Missouri","St. Louis city; St. Louis, St. Louis, Missouri",mo,321,0,ACSSF,18395,29,65000,2965000,41180,Y,32100US294118065000,160343174,10683076,318367,66.03361,61.90885,4.124759,318367,141309,156762,736,8253,95,2637,8575,257027,170267,190,170077,146638,23439,86760,170077,146638,23439,35631,0.489,176113,1939,127705,74856,2613,29285,16707,21545,4706,32.5,66803,14049,1463,800,1315,1041,274,10471,9333,1138,52754,206841,47492,159349
2011,4.24E+11,"Pittsburgh city; Pittsburgh, PA Metro Area; Pennsylvania","Pittsburgh city; Pittsburgh, Pittsburgh, Pennsylvania",pa,321,0,ACSSF,28416,42,61000,4261000,38300,Y,32100US423830061000,143399923,7693613,307532,58.33754,55.36702,2.970521,307532,203631,79214,333,13564,152,2145,8493,261481,159773,124,159649,145325,14324,101708,159649,145325,14324,38489,0.5206,159463,1939,90937,66250,2442,27216,14045,18044,4503,31.10000038,63867,9821,774,918,1104,815,289,7025,5936,1089,54046,191315,41503,149812
2011,64014062000,"Riverside city; Riverside-San Bernardino-Ontario, CA Metro Area; California","Riverside city; Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario, California",ca,321,0,ACSSF,50805,6,62000,662000,40140,Y,32100US064014062000,210152356,788400,303569,81.44469,81.14028,0.3044029,303569,197500,20020,2702,20798,1092,47443,14014,230980,146748,161,146587,129047,17540,84232,146587,129047,17540,59611,0.4324,99331,1974,310303,37072,807,13783,10350,10496,1636,34.90000153,65288,7149,2435,921,554,486,68,3239,2925,314,58139,187143,27324,159819
2011,4.82E+11,"Corpus Christi city (part); Corpus Christi, TX Metro Area; Texas","Corpus Christi city (part); Corpus Christi, Corpus Christi, Texas",tx,321,0,ACSSF,39642,48,17000,4817000,18580,Y,32100US481858017000,409853206,780974778,302113,459.7813,158.2452,301.5361,302113,253982,13366,1040,5230,59,21683,6753,231974,151099,2401,148698,136860,11838,80875,148698,136860,11838,46884,0.4714,123797,1975,115276,44473,1067,17763,11359,11163,3121,32.20000076,74049,10713,2198,864,1123,899,224,6528,5911,617,63336,184797,28610,156187
2011,3.92E+11,"Cincinnati city; Cincinnati-Middletown, OH-KY-IN Metro Area (part); Ohio","Cincinnati city; Cincinnati-Middletown, Cincinnati-Middletown, Ohio",oh,321,0,ACSSF,26765,39,15000,3915000,17140,Y,32100US391714015000,201869928,4155439,298446,79.54684,77.94241,1.604424,298446,151187,131321,594,5593,11,2724,7016,239277,153464,127,153337,135706,17631,85813,153337,135706,17631,35322,0.5298,167914,1946,133712,77233,3170,31344,16515,21484,4720,31.5,61993,13512,1133,822,909,766,143,10648,9557,1091,48481,190154,46853,143301
2011,2.13E+11,"Lexington-Fayette urban county; Lexington-Fayette, KY Metro Area; Kentucky","Lexington-Fayette urban county; Lexington-Fayette, Lexington-Fayette, Kentucky",ky,321,0,ACSSF,9673,21,46027,2146027,30460,Y,32100US213046046027,734648526,4922803,292370,285.5501,283.6494,1.900705,292370,223665,41965,703,9849,194,9319,6675,237217,164857,157,164700,152791,11909,72360,164700,152791,11909,50032,0.488,134069,1979,166855,52630,1915,23329,10459,13494,3433,29.39999962,71215,8391,1485,783,903,584,319,5220,4709,511,62824,190257,33687,156570
2011,64470075000,"Stockton city; Stockton, CA Metro Area; California","Stockton city; Stockton, Stockton, California",ca,321,0,ACSSF,50848,6,75000,675000,44700,Y,32100US064470075000,159723404,7984682,289926,64.75246,61.66956,3.082903,289926,132139,34665,3149,63208,1470,36935,18360,212365,130694,98,130596,110065,20531,81671,130596,110065,20531,49057,0.4467,99701,1977,230138,41955,1077,14956,10516,13717,1689,36.40000153,65107,11692,3635,831,1647,1417,230,5579,5057,522,53415,170633,33604,137029
2011,3.95E+11,"Toledo city; Toledo, OH Metro Area; Ohio","Toledo city; Toledo, Toledo, Ohio",oh,321,0,ACSSF,26793,39,77000,3977000,45780,Y,32100US394578077000,208991246,8889079,289628,84.12407,80.69198,3.432093,289628,192167,78104,909,3337,128,5213,9770,226925,146161,165,145996,122505,23491,80764,145996,122505,23491,35391,0.4455,139254,1952,96633,51132,2033,18996,11188,15068,3847,33.40000153,68840,14235,1966,886,1697,1380,317,9686,8340,1346,54605,179613,42935,136678
2011,21126003000,"Anchorage municipality; Anchorage, AK Metro Area; Alaska","Anchorage municipality; Anchorage, Anchorage, Alaska",ak,321,0,ACSSF,3681,2,3000,203000,11260,Y,32100US021126003000,4415108963,663860984,287390,1961.001,1704.683,256.3182,287390,193404,15844,18720,22013,5520,5147,26742,221420,164828,9180,155648,144394,11254,56592,155648,144394,11254,78182,0.4132,112804,1980,286067,40594,1172,19808,10102,7243,2269,28.10000038,70070,3804,690,218,583,544,39,2313,2177,136,66266,187479,13211,174268
2011,2.73E+11,"St. Paul city; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part); Minnesota","St. Paul city; Minneapolis-St. Paul-Bloomington, Minneapolis-St. Paul-Bloomington, Minnesota",mn,321,0,ACSSF,18496,27,58000,2758000,33460,Y,32100US273346058000,134623737,10875208,283991,56.17746,51.97852,4.198941,283991,177661,42652,2988,41886,219,6836,11749,220898,154896,89,154807,140034,14773,66002,154807,140034,14773,47580,0.479,120965,1946,205177,53431,1087,22620,14094,13587,2043,31.79999924,60879,10322,2955,545,1257,954,303,5565,5028,537,50557,180860,34661,146199
2011,3.44E+11,"Newark city; New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area (part); New Jersey","Newark city; New York-Northern New Jersey-Long Island, New York-Northern New Jersey-Long Island, New Jersey",nj,321,0,ACSSF,13393,34,51000,3451000,35620,Y,32100US343562051000,62643850,4972876,275512,26.10696,24.18693,1.920038,275512,74775,144712,1169,4277,98,34542,15939,212619,131911,126,131785,111119,20666,80708,131785,111119,20666,36971,0.4683,109504,1957,292489,68879,2711,26200,17462,19831,2675,33,59339,13972,1549,912,1245,969,276,10266,9119,1147,45367,169934,37779,132155
2011,3.72E+11,"Greensboro city; Greensboro-High Point, NC Metro Area; North Carolina","Greensboro city; Greensboro-High Point, Greensboro-High Point, North Carolina",nc,321,0,ACSSF,20814,37,28000,3728000,24660,Y,32100US372466028000,327673360,13690607,267095,131.8014,126.5154,5.285973,267095,134974,106697,1224,10348,73,7792,5987,212983,143320,312,143008,128217,14791,69663,143008,128217,14791,43472,0.4912,123483,1981,153080,48823,1612,21401,12046,11289,2475,30.20000076,61767,7907,1383,618,950,744,206,4956,4432,524,53860,166659,30154,136505
2011,3.62E+11,"Buffalo city; Buffalo-Niagara Falls, NY Metro Area; New York","Buffalo city; Buffalo-Niagara Falls, Buffalo-Niagara Falls, New York",ny,321,0,ACSSF,33267,36,11000,3611000,15380,Y,32100US361538011000,104594197,31364094,263914,52.49379,40.38405,12.10975,263914,136914,100108,1463,7894,62,9664,7809,208462,124889,148,124741,108498,16243,83573,124741,108498,16243,31310,0.5086,137954,1939,68565,65053,2482,23084,13890,22169,3428,35.5,59509,15552,1926,851,1725,1354,371,11050,9528,1522,43957,163192,44185,119007
2011,4.82E+11,"Plano city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas","Plano city; Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington, Texas",tx,321,0,ACSSF,39651,48,58016,4858016,19100,Y,32100US481910058016,185394655,937663,260197,71.94331,71.58128,0.3620337,260197,185948,17586,1228,43566,223,5707,5939,199710,145597,165,145432,137243,8189,54113,145432,137243,8189,85863,0.4365,103353,1991,222370,33635,1115,17714,7907,5877,1022,27,69250,3531,1015,635,214,145,69,1667,1381,286,65719,169706,10522,159184
2011,3.13E+11,"Lincoln city; Lincoln, NE Metro Area; Nebraska","Lincoln city; Lincoln, Lincoln, Nebraska",ne,321,0,ACSSF,9196,31,28000,3128000,30700,Y,32100US313070028000,230804010,3229386,256189,90.36081,89.11393,1.246873,256189,225755,9658,1652,10051,229,2426,6418,203871,148560,412,148148,139017,9131,55311,148148,139017,9131,50869,0.4402,109743,1975,146244,42052,845,20403,9459,9628,1717,28.79999924,62116,5634,1454,501,550,437,113,3129,2826,303,56482,159210,24849,134361
2011,1.82E+11,"Fort Wayne city; Fort Wayne, IN Metro Area; Indiana","Fort Wayne city; Fort Wayne, Fort Wayne, Indiana",in,321,0,ACSSF,15362,18,25000,1825000,23060,Y,32100US182306025000,286500436,553423,254228,110.8321,110.6184,0.2136778,254228,190885,39489,922,6816,51,8079,7986,194028,128324,176,128148,115500,12648,65704,128148,115500,12648,46190,0.4341,114749,1967,104090,35828,1494,17478,6749,7689,2418,26.89999962,62660,7736,1546,707,851,514,337,4632,4181,451,54924,153903,22971,130932
2011,1.25E+11,"St. Petersburg city; Tampa-St. Petersburg-Clearwater, FL Metro Area; Florida","St. Petersburg city; Tampa-St. Petersburg-Clearwater, Tampa-St. Petersburg-Clearwater, Florida",fl,321,0,ACSSF,27293,12,63000,1263000,45300,Y,32100US124530063000,159909751,196473878,245097,137.6005,61.7415,75.85899,245097,169573,58978,446,8115,126,2824,5035,201380,132203,616,131587,119151,12436,69177,131587,119151,12436,46100,0.4666,128208,1965,173795,38461,748,15132,10478,9847,2256,33,56914,5902,866,772,786,579,207,3478,3163,315,51012,155432,21245,134187
2011,5.15E+11,"Norfolk city; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part); Virginia","Norfolk city; Virginia Beach-Norfolk-Newport News, Virginia Beach-Norfolk-Newport News, Virginia",va,321,0,ACSSF,14647,51,57000,5157000,47260,Y,32100US514726057000,140171293,109376999,241943,96.35114,54.12044,42.2307,241943,116552,104938,967,8453,501,3844,6688,195218,137113,23207,113906,102040,11866,58105,113906,102040,11866,45483,0.4667,95001,1960,219159,45607,1044,18445,12089,11918,2111,32.5,49550,6728,756,449,621,449,172,4902,4536,366,42822,147405,21665,125740
2011,1.24E+11,"Orlando city; Orlando-Kissimmee-Sanford, FL Metro Area; Florida","Orlando city; Orlando-Kissimmee-Sanford, Orlando-Kissimmee-Sanford, Florida",fl,321,0,ACSSF,27272,12,53000,1253000,36740,Y,32100US123674053000,265203107,21469603,236532,110.685,102.3955,8.289461,236532,138029,65854,869,7681,99,18648,5352,190239,140200,226,139974,125485,14489,50039,139974,125485,14489,44282,0.4675,119343,1984,206731,58252,1079,22601,16427,16366,1779,34.20000076,52670,7348,1001,665,1021,725,296,4661,4050,611,45322,160648,24416,136232
2011,5.53E+11,"Madison city; Madison, WI Metro Area; Wisconsin","Madison city; Madison, Madison, Wisconsin",wi,321,0,ACSSF,16856,55,48000,5548000,31540,Y,32100US553154048000,198882058,44658619,231783,94.03159,76.7888,17.24279,231783,187396,16765,723,17082,14,3176,6627,195283,142169,136,142033,133628,8405,53114,142033,133628,8405,56025,0.4545,107598,1973,227445,48400,1225,20280,10380,14725,1790,32.29999924,47973,4137,691,225,790,672,118,2431,2059,372,43836,159062,32375,126687
2011,4.83E+11,"Laredo city; Laredo, TX Metro Area; Texas","Laredo city; Laredo, Laredo, Texas",tx,321,0,ACSSF,39675,48,41464,4841464,29700,Y,32100US482970041464,230271380,3754983,231523,90.35809,88.90828,1.449807,231523,200777,1047,756,1760,17,24531,2635,158802,100040,66,99974,92959,7015,58762,99974,92959,7015,39870,0.4573,67800,1990,114655,22959,447,8618,5818,6132,1944,34,52015,13100,4845,1156,1200,1123,77,5899,5276,623,38915,130132,31124,99008
2011,43806027820,"Glendale city; Phoenix-Mesa-Glendale, AZ Metro Area; Arizona","Glendale city; Phoenix-Mesa-Glendale, Phoenix-Mesa-Glendale, Arizona",az,321,0,ACSSF,10660,4,27820,427820,38060,Y,32100US043806027820,155337275,401624,229611,60.13113,59.97606,0.1550679,229611,174253,13527,3093,8048,269,21974,8447,172506,117265,1231,116034,102999,13035,55241,116034,102999,13035,53412,0.4286,90439,1985,189848,31040,584,12849,7711,8342,1554,32.29999924,55466,7495,2141,641,872,708,164,3841,3459,382,47971,144231,21705,122526
2011,2.21E+11,"Baton Rouge city; Baton Rouge, LA Metro Area; Louisiana","Baton Rouge city; Baton Rouge, Baton Rouge, Louisiana",la,321,0,ACSSF,11818,22,5000,2205000,12940,Y,32100US221294005000,199291656,5588234,229169,79.10457,76.94694,2.157629,229169,92825,123128,350,7556,9,1766,3535,183031,118979,199,118780,107805,10975,64052,118780,107805,10975,38716,0.5208,99936,1972,157327,42533,1366,14953,9135,13611,3468,35.20000076,49364,8743,852,647,801,571,230,6443,5716,727,40621,142758,33482,109276
2011,3.75E+11,"Winston-Salem city; Winston-Salem, NC Metro Area; North Carolina","Winston-Salem city; Winston-Salem, Winston-Salem, North Carolina",nc,321,0,ACSSF,20848,37,75000,3775000,49180,Y,32100US374918075000,343041264,3228612,227691,133.6956,132.449,1.246574,227691,123100,79247,427,4610,233,16146,3928,177672,112163,228,111935,100930,11005,65509,111935,100930,11005,42701,0.4939,104329,1974,146762,37309,1249,15334,8658,9847,2221,31.70000076,53916,8467,1663,542,1009,828,181,5253,4643,610,45449,135587,25200,110387
2011,4.83E+11,"Lubbock city; Lubbock, TX Metro Area; Texas","Lubbock city; Lubbock, Lubbock, Texas",tx,321,0,ACSSF,39678,48,45000,4845000,31180,Y,32100US483118045000,317041399,2962034,225883,123.554,122.4104,1.143648,225883,175692,17641,1189,5367,211,18659,7124,179169,119652,96,119556,112161,7395,59517,119556,112161,7395,44458,0.4845,95928,1977,112583,37921,1011,14597,8266,10851,3196,33.59999847,52017,6648,1336,561,918,726,192,3833,3393,440,45369,139838,29275,110563
2011,3.72E+11,"Durham city (part); Durham-Chapel Hill, NC Metro Area; North Carolina","Durham city (part); Durham-Chapel Hill, Durham-Chapel Hill, North Carolina",nc,321,0,ACSSF,20809,37,19000,3719000,20500,Y,32100US372050019000,278035381,2357401,224930,108.2603,107.3501,0.9101977,224930,98513,90279,536,10815,99,18042,6646,177845,123204,204,123000,112795,10205,54641,123000,112795,10205,49087,0.4665,103227,1986,185084,45362,1328,19432,10883,11310,2409,30.79999924,53330,6979,1160,565,1012,732,280,4242,3838,404,46351,145231,25660,119571
2011,3.24E+11,"Reno city; Reno-Sparks, NV Metro Area; Nevada","Reno city; Reno-Sparks, Reno-Sparks, Nevada",nv,321,0,ACSSF,4427,32,60600,3260600,39900,Y,32100US323990060600,266792840,7423507,223558,105.8755,103.0093,2.866232,223558,176883,7284,2084,13902,1482,14552,7371,176278,121239,411,120828,109101,11727,55039,120828,109101,11727,51476,0.469,100284,1983,265974,45690,1034,19873,11491,11348,1944,31.10000038,50903,5894,1870,550,496,398,98,2978,2642,336,45009,141661,21921,119740
2011,43806065000,"Scottsdale city; Phoenix-Mesa-Glendale, AZ Metro Area; Arizona","Scottsdale city; Phoenix-Mesa-Glendale, Phoenix-Mesa-Glendale, Arizona",az,321,0,ACSSF,10663,4,65000,465000,38060,Y,32100US043806065000,476350341,1231086,219311,184.3952,183.9199,0.475325,219311,199376,3508,2021,7286,98,3685,3337,185267,118036,159,117877,111295,6582,67231,117877,111295,6582,74382,0.51,125662,1988,445880,29688,1055,13770,6481,6599,1783,28.70000076,58324,2667,429,669,241,160,81,1328,1153,175,55657,136073,10238,125835
2011,3.23E+11,"Paradise CDP; Las Vegas-Paradise, NV Metro Area; Nevada","Paradise CDP; Las Vegas-Paradise, Las Vegas-Paradise, Nevada",nv,321,0,ACSSF,4425,32,54600,3254600,29820,Y,32100US322982054600,120996826,0,217958,46.71714,46.71714,0,217958,155366,19435,1318,18619,1918,13390,7912,177202,125376,202,125174,112363,12811,51826,125174,112363,12811,51002,0.4257,109361,1985,218124,49195,1605,21330,12745,11302,2213,30.60000038,49418,4899,1055,640,509,385,124,2695,2424,271,44519,145784,18833,126951
2011,11382007000,"Birmingham city; Birmingham-Hoover, AL Metro Area; Alabama","Birmingham city; Birmingham-Hoover, Birmingham-Hoover, Alabama",al,321,0,ACSSF,10676,1,7000,107000,13820,Y,32100US011382007000,378310927,6590665,214348,148.6113,146.0667,2.54467,214348,49662,158251,649,1907,12,2708,1159,172551,104946,109,104837,90544,14293,67605,104837,90544,14293,33038,0.4893,111858,1962,90212,43853,856,16566,9589,13153,3689,34.79999924,49152,11035,1077,856,984,642,342,8118,6526,1592,38117,136026,32754,103272
2011,4.82E+11,"Irving city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas","Irving city; Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington, Texas",tx,321,0,ACSSF,39649,48,37000,4837000,19100,Y,32100US481910037000,173573892,2594600,213400,68.01904,67.01726,1.001781,213400,125792,25772,1198,30336,115,25366,4821,161310,118540,207,118333,108533,9800,42770,118333,108533,9800,49720,0.4589,90674,1982,143034,48720,1912,24847,11477,9006,1478,27.39999962,50319,6714,2606,600,697,578,119,2811,2587,224,43605,140784,18878,121906
2011,64186026000,"Fremont city; San Francisco-Oakland-Fremont, CA Metro Area; California","Fremont city; San Francisco-Oakland-Fremont, San Francisco-Oakland-Fremont, California",ca,321,0,ACSSF,50821,6,26000,626000,41860,Y,32100US064186026000,200617968,26291598,211748,87.61028,77.45903,10.15124,211748,71787,6925,913,103686,1312,16259,10866,165260,110962,47,110915,103016,7899,54298,110915,103016,7899,102032,0.3922,74782,1976,646810,24843,566,13737,5494,4143,903,26.29999924,53986,1817,556,401,67,31,36,793,717,76,52169,137213,6804,130409
2011,3.64E+11,"Rochester city; Rochester, NY Metro Area; New York","Rochester city; Rochester, Rochester, New York",ny,321,0,ACSSF,33294,36,63000,3663000,40380,Y,32100US364038063000,92671789,3558427,211457,37.1547,35.78078,1.373916,211457,97914,85874,977,6761,88,12238,7605,165018,99879,56,99823,87573,12250,65139,99823,87573,12250,31452,0.4808,102140,1939,76644,51104,1296,17059,11520,18863,2366,38.09999847,43992,12149,1210,651,863,753,110,9425,8765,660,31843,132525,35978,96547
2011,64014065000,"San Bernardino city; Riverside-San Bernardino-Ontario, CA Metro Area; California","San Bernardino city; Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario, California",ca,321,0,ACSSF,50806,6,65000,665000,40140,Y,32100US064014065000,153329936,1150072,210100,59.64507,59.20102,0.4440453,210100,94041,31257,1809,9227,441,64741,8584,150565,87903,98,87805,74557,13248,62662,87805,74557,13248,41596,0.4412,66575,1969,209631,29294,518,9403,7719,9911,1743,38.59999847,44742,10448,3077,734,1194,957,237,5443,4925,518,34294,122646,31065,91581
2011,5.34E+11,"Spokane city; Spokane, WA Metro Area; Washington","Spokane city; Spokane, Spokane, Washington",wa,321,0,ACSSF,12224,53,67000,5367000,44060,Y,32100US534406067000,153448439,2001420,208040,60.01953,59.24677,0.7727526,208040,181475,4955,3400,5605,1209,2576,8820,165693,105683,517,105166,95121,10045,60010,105166,95121,10045,42947,0.4573,94958,1957,171413,37659,900,15765,9842,9742,1410,32.09999847,50293,6383,1316,678,535,418,117,3854,3387,467,43910,130739,24283,106456
2011,1.61E+11,"Boise City city; Boise City-Nampa, ID Metro Area; Idaho","Boise City city; Boise City-Nampa, Boise City-Nampa, Idaho",id,321,0,ACSSF,3279,16,8830,1608830,14260,Y,32100US161426008830,205550644,1777837,207560,80.04997,79.36355,0.6864268,207560,188441,2850,1406,6736,581,2291,5255,166033,116834,349,116485,107356,9129,49199,116485,107356,9129,51285,0.4516,91628,1980,204970,32949,1016,15020,7604,7660,1649,29.5,50905,4716,1303,697,562,442,120,2154,1824,330,46189,135659,18519,117140
2011,13386051000,"Montgomery city; Montgomery, AL Metro Area; Alabama","Montgomery city; Montgomery, Montgomery, Alabama",al,321,0,ACSSF,10694,1,51000,151000,33860,Y,32100US013386051000,413272069,6108022,205548,161.9236,159.5652,2.35832,205548,80786,115581,861,4292,47,1521,2460,159390,101468,1949,99519,90637,8882,57922,99519,90637,8882,45234,0.4773,91507,1976,124598,31132,1007,11743,7744,8572,2066,33.20000076,50031,8494,994,524,758,510,248,6218,5387,831,41537,124139,22388,101751
2011,63110036770,"Irvine city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Irvine city; Los Angeles-Long Beach-Santa Ana, Los Angeles-Long Beach-Santa Ana, California",ca,321,0,ACSSF,50773,6,36770,636770,31100,Y,32100US063110036770,171214072,900908,205057,66.45397,66.10612,0.3478425,205057,110171,3750,830,76972,566,4340,8428,166893,109281,194,109087,102262,6825,57612,109087,102262,6825,95907,0.443,79423,1990,685339,35321,892,15771,7916,7801,2941,29.39999962,49295,2499,760,497,278,133,145,964,633,331,46796,136248,16458,119790
2011,1.92E+11,"Des Moines city; Des Moines-West Des Moines, IA Metro Area; Iowa","Des Moines city; Des Moines-West Des Moines, Des Moines-West Des Moines, Iowa",ia,321,0,ACSSF,15016,19,21000,1921000,19780,Y,32100US191978021000,209450511,4470710,203386,82.59545,80.8693,1.726151,203386,157384,20891,851,9403,44,8538,6275,157782,112082,266,111816,102913,8903,45700,111816,102913,8903,46605,0.4362,89654,1957,122319,30130,957,13001,6600,8028,1544,30.70000076,49079,6090,1416,551,649,609,40,3474,3275,199,42989,126503,19366,107137
